reference,nom_article,partie_vetement,produits_coloration,matieres,etape,pourcentage_matieres
300053,jupe crayon avec coutures,extérieur,colorants acides,polyester, Production de fibres,28
300053,jupe crayon avec coutures,extérieur,colorants acides,polyester,Preparation de fil,4
300053,jupe crayon avec coutures,extérieur,colorants acides,polyester,Teinture et finition,100
300053,jupe crayon avec coutures,extérieur,colorants acides, viscose,Teinture et finition,68
300053,jupe crayon avec coutures,extérieur,colorants acides, viscose, Production de fibres,28
300053,jupe crayon avec coutures,extérieur,colorants acides, viscose,Preparation de fil,4
300053,jupe crayon avec coutures,extérieur,colorants acides, viscose,Teinture et finition,100
300053,jupe crayon avec coutures,extérieur,colorants acides,élasthanne,Teinture et finition,68
300053,jupe crayon avec coutures,extérieur,colorants acides,élasthanne, Production de fibres,28
300053,jupe crayon avec coutures,extérieur,colorants acides,élasthanne,Preparation de fil,4
300053,jupe crayon avec coutures,extérieur,colorants acides,élasthanne,Teinture et finition,100
300053,jupe crayon avec coutures,extérieur,colorants acides,polyester,Teinture et finition,68
300053,jupe crayon avec coutures,extérieur,colorants acides,polyester, Production de fibres,28
300053,jupe crayon avec coutures,extérieur,colorants acides,polyester,Preparation de fil,4
300053,jupe crayon avec coutures,extérieur,colorants acides,polyester,Teinture et finition,100
300053,jupe crayon avec coutures,extérieur,colorants azoïques,polyester,Teinture et finition,68
300053,jupe crayon avec coutures,extérieur,colorants azoïques,polyester, Production de fibres,28
300053,jupe crayon avec coutures,extérieur,colorants azoïques,polyester,Preparation de fil,4
300053,jupe crayon avec coutures,extérieur,colorants azoïques,polyester,Teinture et finition,100
300053,jupe crayon avec coutures,extérieur,colorants azoïques, viscose,Teinture et finition,68
300053,jupe crayon avec coutures,extérieur,colorants azoïques, viscose, Production de fibres,28
300053,jupe crayon avec coutures,extérieur,colorants azoïques, viscose,Preparation de fil,4
300053,jupe crayon avec coutures,extérieur,colorants azoïques, viscose,Teinture et finition,100
300053,jupe crayon avec coutures,extérieur,colorants azoïques,élasthanne,Teinture et finition,68
300053,jupe crayon avec coutures,extérieur,colorants azoïques,élasthanne, Production de fibres,28
300053,jupe crayon avec coutures,extérieur,colorants azoïques,élasthanne,Preparation de fil,4
300053,jupe crayon avec coutures,extérieur,colorants azoïques,élasthanne,Teinture et finition,100
300053,jupe crayon avec coutures,extérieur,colorants azoïques,polyester,Teinture et finition,68
300053,jupe crayon avec coutures,extérieur,colorants azoïques,polyester, Production de fibres,28
300053,jupe crayon avec coutures,extérieur,colorants azoïques,polyester,Preparation de fil,4
300053,jupe crayon avec coutures,extérieur,colorants azoïques,polyester,Teinture et finition,100
300053,jupe crayon avec coutures,doublure,colorants dispersés,polyester,Teinture et finition,68
300053,jupe crayon avec coutures,doublure,colorants dispersés,polyester, Production de fibres,28
300053,jupe crayon avec coutures,doublure,colorants dispersés,polyester,Preparation de fil,4
300053,jupe crayon avec coutures,doublure,colorants dispersés,polyester,Teinture et finition,100
300053,jupe crayon avec coutures,doublure,colorants dispersés, viscose,Teinture et finition,68
300053,jupe crayon avec coutures,doublure,colorants dispersés, viscose, Production de fibres,28
300053,jupe crayon avec coutures,doublure,colorants dispersés, viscose,Preparation de fil,4
300053,jupe crayon avec coutures,doublure,colorants dispersés, viscose,Teinture et finition,100
300053,jupe crayon avec coutures,doublure,colorants dispersés,élasthanne,Teinture et finition,68
300053,jupe crayon avec coutures,doublure,colorants dispersés,élasthanne, Production de fibres,28
300053,jupe crayon avec coutures,doublure,colorants dispersés,élasthanne,Preparation de fil,4
300053,jupe crayon avec coutures,doublure,colorants dispersés,élasthanne,Teinture et finition,100
300053,jupe crayon avec coutures,doublure,colorants dispersés,polyester,Teinture et finition,68
300053,jupe crayon avec coutures,doublure,colorants dispersés,polyester, Production de fibres,28
300053,jupe crayon avec coutures,doublure,colorants dispersés,polyester,Preparation de fil,4
300053,jupe crayon avec coutures,doublure,colorants dispersés,polyester,Teinture et finition,100
300054,jupe plissée à carreaux,extérieur,colorants dispersés,polyester,Teinture et finition,76
300054,jupe plissée à carreaux,extérieur,colorants dispersés,polyester, Production de fibres,22
300054,jupe plissée à carreaux,extérieur,colorants dispersés,polyester,Preparation de fil,2
300054,jupe plissée à carreaux,extérieur,colorants dispersés, viscose,Teinture et finition,76
300054,jupe plissée à carreaux,extérieur,colorants dispersés, viscose, Production de fibres,22
300054,jupe plissée à carreaux,extérieur,colorants dispersés, viscose,Preparation de fil,2
300054,jupe plissée à carreaux,extérieur,colorants dispersés,élasthanne,Teinture et finition,76
300054,jupe plissée à carreaux,extérieur,colorants dispersés,élasthanne, Production de fibres,22
300054,jupe plissée à carreaux,extérieur,colorants dispersés,élasthanne,Preparation de fil,2
300054,jupe plissée à carreaux,extérieur,colorants acides,polyester,Teinture et finition,76
300054,jupe plissée à carreaux,extérieur,colorants acides,polyester, Production de fibres,22
300054,jupe plissée à carreaux,extérieur,colorants acides,polyester,Preparation de fil,2
300054,jupe plissée à carreaux,extérieur,colorants acides, viscose,Teinture et finition,76
300054,jupe plissée à carreaux,extérieur,colorants acides, viscose, Production de fibres,22
300054,jupe plissée à carreaux,extérieur,colorants acides, viscose,Preparation de fil,2
300054,jupe plissée à carreaux,extérieur,colorants acides,élasthanne,Teinture et finition,76
300054,jupe plissée à carreaux,extérieur,colorants acides,élasthanne, Production de fibres,22
300054,jupe plissée à carreaux,extérieur,colorants acides,élasthanne,Preparation de fil,2
300054,jupe plissée à carreaux,extérieur,colorants azoïques,polyester,Teinture et finition,76
300054,jupe plissée à carreaux,extérieur,colorants azoïques,polyester, Production de fibres,22
300054,jupe plissée à carreaux,extérieur,colorants azoïques,polyester,Preparation de fil,2
300054,jupe plissée à carreaux,extérieur,colorants azoïques, viscose,Teinture et finition,76
300054,jupe plissée à carreaux,extérieur,colorants azoïques, viscose, Production de fibres,22
300054,jupe plissée à carreaux,extérieur,colorants azoïques, viscose,Preparation de fil,2
300054,jupe plissée à carreaux,extérieur,colorants azoïques,élasthanne,Teinture et finition,76
300054,jupe plissée à carreaux,extérieur,colorants azoïques,élasthanne, Production de fibres,22
300054,jupe plissée à carreaux,extérieur,colorants azoïques,élasthanne,Preparation de fil,2
300057,mini jupe avec poche,extérieur,colorants au chrome,coton,Préparation de tissu,100
300059,jupe mini combinée,extérieur,colorants acides,acrylique,Distribution,33
300059,jupe mini combinée,extérieur,colorants acides,acrylique,Préparation de tissu,30
300059,jupe mini combinée,extérieur,colorants acides,acrylique,Teinture et finition,25
300059,jupe mini combinée,extérieur,colorants acides,acrylique, Production de fibres,12
300059,jupe mini combinée,extérieur,colorants acides,coton,Distribution,33
300059,jupe mini combinée,extérieur,colorants acides,coton,Préparation de tissu,30
300059,jupe mini combinée,extérieur,colorants acides,coton,Teinture et finition,25
300059,jupe mini combinée,extérieur,colorants acides,coton, Production de fibres,12
300059,jupe mini combinée,extérieur,colorants acides,polyester,Distribution,33
300059,jupe mini combinée,extérieur,colorants acides,polyester,Préparation de tissu,30
300059,jupe mini combinée,extérieur,colorants acides,polyester,Teinture et finition,25
300059,jupe mini combinée,extérieur,colorants acides,polyester, Production de fibres,12
300059,jupe mini combinée,extérieur,colorants acides, viscose,Distribution,33
300059,jupe mini combinée,extérieur,colorants acides, viscose,Préparation de tissu,30
300059,jupe mini combinée,extérieur,colorants acides, viscose,Teinture et finition,25
300059,jupe mini combinée,extérieur,colorants acides, viscose, Production de fibres,12
300059,jupe mini combinée,extérieur,colorants au chrome,acrylique,Distribution,33
300059,jupe mini combinée,extérieur,colorants au chrome,acrylique,Préparation de tissu,30
300059,jupe mini combinée,extérieur,colorants au chrome,acrylique,Teinture et finition,25
300059,jupe mini combinée,extérieur,colorants au chrome,acrylique, Production de fibres,12
300059,jupe mini combinée,extérieur,colorants au chrome,coton,Distribution,33
300059,jupe mini combinée,extérieur,colorants au chrome,coton,Préparation de tissu,30
300059,jupe mini combinée,extérieur,colorants au chrome,coton,Teinture et finition,25
300059,jupe mini combinée,extérieur,colorants au chrome,coton, Production de fibres,12
300059,jupe mini combinée,extérieur,colorants au chrome,polyester,Distribution,33
300059,jupe mini combinée,extérieur,colorants au chrome,polyester,Préparation de tissu,30
300059,jupe mini combinée,extérieur,colorants au chrome,polyester,Teinture et finition,25
300059,jupe mini combinée,extérieur,colorants au chrome,polyester, Production de fibres,12
300059,jupe mini combinée,extérieur,colorants au chrome, viscose,Distribution,33
300059,jupe mini combinée,extérieur,colorants au chrome, viscose,Préparation de tissu,30
300059,jupe mini combinée,extérieur,colorants au chrome, viscose,Teinture et finition,25
300059,jupe mini combinée,extérieur,colorants au chrome, viscose, Production de fibres,12
300059,jupe mini combinée,extérieur,colorants dispersés,acrylique,Distribution,33
300059,jupe mini combinée,extérieur,colorants dispersés,acrylique,Préparation de tissu,30
300059,jupe mini combinée,extérieur,colorants dispersés,acrylique,Teinture et finition,25
300059,jupe mini combinée,extérieur,colorants dispersés,acrylique, Production de fibres,12
300059,jupe mini combinée,extérieur,colorants dispersés,coton,Distribution,33
300059,jupe mini combinée,extérieur,colorants dispersés,coton,Préparation de tissu,30
300059,jupe mini combinée,extérieur,colorants dispersés,coton,Teinture et finition,25
300059,jupe mini combinée,extérieur,colorants dispersés,coton, Production de fibres,12
300059,jupe mini combinée,extérieur,colorants dispersés,polyester,Distribution,33
300059,jupe mini combinée,extérieur,colorants dispersés,polyester,Préparation de tissu,30
300059,jupe mini combinée,extérieur,colorants dispersés,polyester,Teinture et finition,25
300059,jupe mini combinée,extérieur,colorants dispersés,polyester, Production de fibres,12
300059,jupe mini combinée,extérieur,colorants dispersés, viscose,Distribution,33
300059,jupe mini combinée,extérieur,colorants dispersés, viscose,Préparation de tissu,30
300059,jupe mini combinée,extérieur,colorants dispersés, viscose,Teinture et finition,25
300059,jupe mini combinée,extérieur,colorants dispersés, viscose, Production de fibres,12
300059,jupe mini combinée,extérieur,colorants acides,acrylique,Distribution,33
300059,jupe mini combinée,extérieur,colorants acides,acrylique,Préparation de tissu,30
300059,jupe mini combinée,extérieur,colorants acides,acrylique,Teinture et finition,25
300059,jupe mini combinée,extérieur,colorants acides,acrylique, Production de fibres,12
300059,jupe mini combinée,extérieur,colorants acides,coton,Distribution,33
300059,jupe mini combinée,extérieur,colorants acides,coton,Préparation de tissu,30
300059,jupe mini combinée,extérieur,colorants acides,coton,Teinture et finition,25
300059,jupe mini combinée,extérieur,colorants acides,coton, Production de fibres,12
300059,jupe mini combinée,extérieur,colorants acides,polyester,Distribution,33
300059,jupe mini combinée,extérieur,colorants acides,polyester,Préparation de tissu,30
300059,jupe mini combinée,extérieur,colorants acides,polyester,Teinture et finition,25
300059,jupe mini combinée,extérieur,colorants acides,polyester, Production de fibres,12
300059,jupe mini combinée,extérieur,colorants acides, viscose,Distribution,33
300059,jupe mini combinée,extérieur,colorants acides, viscose,Préparation de tissu,30
300059,jupe mini combinée,extérieur,colorants acides, viscose,Teinture et finition,25
300059,jupe mini combinée,extérieur,colorants acides, viscose, Production de fibres,12
400000,corps perkins serge,extérieur,colorants dispersés,polyester,Teinture et finition,96
400000,corps perkins serge,extérieur,colorants dispersés,polyester,Preparation de fil,4
400000,corps perkins serge,extérieur,colorants dispersés,élasthanne,Teinture et finition,96
400000,corps perkins serge,extérieur,colorants dispersés,élasthanne,Preparation de fil,4
400000,corps perkins serge,extérieur,colorants azoïques,polyester,Teinture et finition,96
400000,corps perkins serge,extérieur,colorants azoïques,polyester,Preparation de fil,4
400000,corps perkins serge,extérieur,colorants azoïques,élasthanne,Teinture et finition,96
400000,corps perkins serge,extérieur,colorants azoïques,élasthanne,Preparation de fil,4
400001,corps perkins serge,extérieur,colorants dispersés,polyester,Teinture et finition,96
400001,corps perkins serge,extérieur,colorants dispersés,polyester,Preparation de fil,4
400001,corps perkins serge,extérieur,colorants dispersés,élasthanne,Teinture et finition,96
400001,corps perkins serge,extérieur,colorants dispersés,élasthanne,Preparation de fil,4
400001,corps perkins serge,extérieur,colorants azoïques,polyester,Teinture et finition,96
400001,corps perkins serge,extérieur,colorants azoïques,polyester,Preparation de fil,4
400001,corps perkins serge,extérieur,colorants azoïques,élasthanne,Teinture et finition,96
400001,corps perkins serge,extérieur,colorants azoïques,élasthanne,Preparation de fil,4
400002,corps perkins serge,extérieur,colorants dispersés,polyester,Teinture et finition,96
400002,corps perkins serge,extérieur,colorants dispersés,polyester,Preparation de fil,4
400002,corps perkins serge,extérieur,colorants dispersés,élasthanne,Teinture et finition,96
400002,corps perkins serge,extérieur,colorants dispersés,élasthanne,Preparation de fil,4
400002,corps perkins serge,extérieur,colorants azoïques,polyester,Teinture et finition,96
400002,corps perkins serge,extérieur,colorants azoïques,polyester,Preparation de fil,4
400002,corps perkins serge,extérieur,colorants azoïques,élasthanne,Teinture et finition,96
400002,corps perkins serge,extérieur,colorants azoïques,élasthanne,Preparation de fil,4
400005,t-shirt à capuche,extérieur,colorants au chrome,coton,Préparation de tissu,49
400005,t-shirt à capuche,extérieur,colorants au chrome,coton,Elimination,48
400005,t-shirt à capuche,extérieur,colorants au chrome,coton,Preparation de fil,3
400005,t-shirt à capuche,extérieur,colorants au chrome,coton,Préparation de tissu,100
400005,t-shirt à capuche,extérieur,colorants au chrome,modal,Préparation de tissu,49
400005,t-shirt à capuche,extérieur,colorants au chrome,modal,Elimination,48
400005,t-shirt à capuche,extérieur,colorants au chrome,modal,Preparation de fil,3
400005,t-shirt à capuche,extérieur,colorants au chrome,modal,Préparation de tissu,100
400005,t-shirt à capuche,extérieur,colorants au chrome,élasthanne,Préparation de tissu,49
400005,t-shirt à capuche,extérieur,colorants au chrome,élasthanne,Elimination,48
400005,t-shirt à capuche,extérieur,colorants au chrome,élasthanne,Preparation de fil,3
400005,t-shirt à capuche,extérieur,colorants au chrome,élasthanne,Préparation de tissu,100
400005,t-shirt à capuche,extérieur,colorants au chrome,coton,Préparation de tissu,49
400005,t-shirt à capuche,extérieur,colorants au chrome,coton,Elimination,48
400005,t-shirt à capuche,extérieur,colorants au chrome,coton,Preparation de fil,3
400005,t-shirt à capuche,extérieur,colorants au chrome,coton,Préparation de tissu,100
400005,t-shirt à capuche,extérieur,colorants dispersés,coton,Préparation de tissu,49
400005,t-shirt à capuche,extérieur,colorants dispersés,coton,Elimination,48
400005,t-shirt à capuche,extérieur,colorants dispersés,coton,Preparation de fil,3
400005,t-shirt à capuche,extérieur,colorants dispersés,coton,Préparation de tissu,100
400005,t-shirt à capuche,extérieur,colorants dispersés,modal,Préparation de tissu,49
400005,t-shirt à capuche,extérieur,colorants dispersés,modal,Elimination,48
400005,t-shirt à capuche,extérieur,colorants dispersés,modal,Preparation de fil,3
400005,t-shirt à capuche,extérieur,colorants dispersés,modal,Préparation de tissu,100
400005,t-shirt à capuche,extérieur,colorants dispersés,élasthanne,Préparation de tissu,49
400005,t-shirt à capuche,extérieur,colorants dispersés,élasthanne,Elimination,48
400005,t-shirt à capuche,extérieur,colorants dispersés,élasthanne,Preparation de fil,3
400005,t-shirt à capuche,extérieur,colorants dispersés,élasthanne,Préparation de tissu,100
400005,t-shirt à capuche,extérieur,colorants dispersés,coton,Préparation de tissu,49
400005,t-shirt à capuche,extérieur,colorants dispersés,coton,Elimination,48
400005,t-shirt à capuche,extérieur,colorants dispersés,coton,Preparation de fil,3
400005,t-shirt à capuche,extérieur,colorants dispersés,coton,Préparation de tissu,100
400005,t-shirt à capuche,extérieur,colorants azoïques,coton,Préparation de tissu,49
400005,t-shirt à capuche,extérieur,colorants azoïques,coton,Elimination,48
400005,t-shirt à capuche,extérieur,colorants azoïques,coton,Preparation de fil,3
400005,t-shirt à capuche,extérieur,colorants azoïques,coton,Préparation de tissu,100
400005,t-shirt à capuche,extérieur,colorants azoïques,modal,Préparation de tissu,49
400005,t-shirt à capuche,extérieur,colorants azoïques,modal,Elimination,48
400005,t-shirt à capuche,extérieur,colorants azoïques,modal,Preparation de fil,3
400005,t-shirt à capuche,extérieur,colorants azoïques,modal,Préparation de tissu,100
400005,t-shirt à capuche,extérieur,colorants azoïques,élasthanne,Préparation de tissu,49
400005,t-shirt à capuche,extérieur,colorants azoïques,élasthanne,Elimination,48
400005,t-shirt à capuche,extérieur,colorants azoïques,élasthanne,Preparation de fil,3
400005,t-shirt à capuche,extérieur,colorants azoïques,élasthanne,Préparation de tissu,100
400005,t-shirt à capuche,extérieur,colorants azoïques,coton,Préparation de tissu,49
400005,t-shirt à capuche,extérieur,colorants azoïques,coton,Elimination,48
400005,t-shirt à capuche,extérieur,colorants azoïques,coton,Preparation de fil,3
400005,t-shirt à capuche,extérieur,colorants azoïques,coton,Préparation de tissu,100
400005,t-shirt à capuche,doublure,colorants au chrome,coton,Préparation de tissu,49
400005,t-shirt à capuche,doublure,colorants au chrome,coton,Elimination,48
400005,t-shirt à capuche,doublure,colorants au chrome,coton,Preparation de fil,3
400005,t-shirt à capuche,doublure,colorants au chrome,coton,Préparation de tissu,100
400005,t-shirt à capuche,doublure,colorants au chrome,modal,Préparation de tissu,49
400005,t-shirt à capuche,doublure,colorants au chrome,modal,Elimination,48
400005,t-shirt à capuche,doublure,colorants au chrome,modal,Preparation de fil,3
400005,t-shirt à capuche,doublure,colorants au chrome,modal,Préparation de tissu,100
400005,t-shirt à capuche,doublure,colorants au chrome,élasthanne,Préparation de tissu,49
400005,t-shirt à capuche,doublure,colorants au chrome,élasthanne,Elimination,48
400005,t-shirt à capuche,doublure,colorants au chrome,élasthanne,Preparation de fil,3
400005,t-shirt à capuche,doublure,colorants au chrome,élasthanne,Préparation de tissu,100
400005,t-shirt à capuche,doublure,colorants au chrome,coton,Préparation de tissu,49
400005,t-shirt à capuche,doublure,colorants au chrome,coton,Elimination,48
400005,t-shirt à capuche,doublure,colorants au chrome,coton,Preparation de fil,3
400005,t-shirt à capuche,doublure,colorants au chrome,coton,Préparation de tissu,100
400006,top côtelé à col montant,extérieur,colorants au chrome,coton,Préparation de tissu,95
400006,top côtelé à col montant,extérieur,colorants au chrome,coton,Preparation de fil,5
400006,top côtelé à col montant,extérieur,colorants au chrome,élasthanne,Préparation de tissu,95
400006,top côtelé à col montant,extérieur,colorants au chrome,élasthanne,Preparation de fil,5
400006,top côtelé à col montant,extérieur,colorants azoïques,coton,Préparation de tissu,95
400006,top côtelé à col montant,extérieur,colorants azoïques,coton,Preparation de fil,5
400006,top côtelé à col montant,extérieur,colorants azoïques,élasthanne,Préparation de tissu,95
400006,top côtelé à col montant,extérieur,colorants azoïques,élasthanne,Preparation de fil,5
400007,top côtelé à col montant,extérieur,colorants au chrome,coton,Préparation de tissu,95
400007,top côtelé à col montant,extérieur,colorants au chrome,coton,Preparation de fil,5
400007,top côtelé à col montant,extérieur,colorants au chrome,élasthanne,Préparation de tissu,95
400007,top côtelé à col montant,extérieur,colorants au chrome,élasthanne,Preparation de fil,5
400007,top côtelé à col montant,extérieur,colorants azoïques,coton,Préparation de tissu,95
400007,top côtelé à col montant,extérieur,colorants azoïques,coton,Preparation de fil,5
400007,top côtelé à col montant,extérieur,colorants azoïques,élasthanne,Préparation de tissu,95
400007,top côtelé à col montant,extérieur,colorants azoïques,élasthanne,Preparation de fil,5
400008,top côtelé à col montant,extérieur,colorants au chrome,coton,Préparation de tissu,95
400008,top côtelé à col montant,extérieur,colorants au chrome,coton,Preparation de fil,5
400008,top côtelé à col montant,extérieur,colorants au chrome,élasthanne,Préparation de tissu,95
400008,top côtelé à col montant,extérieur,colorants au chrome,élasthanne,Preparation de fil,5
400008,top côtelé à col montant,extérieur,colorants azoïques,coton,Préparation de tissu,95
400008,top côtelé à col montant,extérieur,colorants azoïques,coton,Preparation de fil,5
400008,top côtelé à col montant,extérieur,colorants azoïques,élasthanne,Préparation de tissu,95
400008,top côtelé à col montant,extérieur,colorants azoïques,élasthanne,Preparation de fil,5
400009,veste côtelée à bouton,extérieur,colorants au chrome,coton,Préparation de tissu,88
400009,veste côtelée à bouton,extérieur,colorants au chrome,coton,Preparation de fil,7
400009,veste côtelée à bouton,extérieur,colorants au chrome,coton, Production de fibres,5
400009,veste côtelée à bouton,extérieur,colorants au chrome,élasthanne,Préparation de tissu,88
400009,veste côtelée à bouton,extérieur,colorants au chrome,élasthanne,Preparation de fil,7
400009,veste côtelée à bouton,extérieur,colorants au chrome,élasthanne, Production de fibres,5
400009,veste côtelée à bouton,extérieur,colorants au chrome, viscose,Préparation de tissu,88
400009,veste côtelée à bouton,extérieur,colorants au chrome, viscose,Preparation de fil,7
400009,veste côtelée à bouton,extérieur,colorants au chrome, viscose, Production de fibres,5
400009,veste côtelée à bouton,extérieur,colorants azoïques,coton,Préparation de tissu,88
400009,veste côtelée à bouton,extérieur,colorants azoïques,coton,Preparation de fil,7
400009,veste côtelée à bouton,extérieur,colorants azoïques,coton, Production de fibres,5
400009,veste côtelée à bouton,extérieur,colorants azoïques,élasthanne,Préparation de tissu,88
400009,veste côtelée à bouton,extérieur,colorants azoïques,élasthanne,Preparation de fil,7
400009,veste côtelée à bouton,extérieur,colorants azoïques,élasthanne, Production de fibres,5
400009,veste côtelée à bouton,extérieur,colorants azoïques, viscose,Préparation de tissu,88
400009,veste côtelée à bouton,extérieur,colorants azoïques, viscose,Preparation de fil,7
400009,veste côtelée à bouton,extérieur,colorants azoïques, viscose, Production de fibres,5
400009,veste côtelée à bouton,extérieur,colorants acides,coton,Préparation de tissu,88
400009,veste côtelée à bouton,extérieur,colorants acides,coton,Preparation de fil,7
400009,veste côtelée à bouton,extérieur,colorants acides,coton, Production de fibres,5
400009,veste côtelée à bouton,extérieur,colorants acides,élasthanne,Préparation de tissu,88
400009,veste côtelée à bouton,extérieur,colorants acides,élasthanne,Preparation de fil,7
400009,veste côtelée à bouton,extérieur,colorants acides,élasthanne, Production de fibres,5
400009,veste côtelée à bouton,extérieur,colorants acides, viscose,Préparation de tissu,88
400009,veste côtelée à bouton,extérieur,colorants acides, viscose,Preparation de fil,7
400009,veste côtelée à bouton,extérieur,colorants acides, viscose, Production de fibres,5
400010,veste côtelée à bouton,extérieur,colorants au chrome,coton,Préparation de tissu,88
400010,veste côtelée à bouton,extérieur,colorants au chrome,coton,Preparation de fil,7
400010,veste côtelée à bouton,extérieur,colorants au chrome,coton, Production de fibres,5
400010,veste côtelée à bouton,extérieur,colorants au chrome,élasthanne,Préparation de tissu,88
400010,veste côtelée à bouton,extérieur,colorants au chrome,élasthanne,Preparation de fil,7
400010,veste côtelée à bouton,extérieur,colorants au chrome,élasthanne, Production de fibres,5
400010,veste côtelée à bouton,extérieur,colorants au chrome, viscose,Préparation de tissu,88
400010,veste côtelée à bouton,extérieur,colorants au chrome, viscose,Preparation de fil,7
400010,veste côtelée à bouton,extérieur,colorants au chrome, viscose, Production de fibres,5
400010,veste côtelée à bouton,extérieur,colorants azoïques,coton,Préparation de tissu,88
400010,veste côtelée à bouton,extérieur,colorants azoïques,coton,Preparation de fil,7
400010,veste côtelée à bouton,extérieur,colorants azoïques,coton, Production de fibres,5
400010,veste côtelée à bouton,extérieur,colorants azoïques,élasthanne,Préparation de tissu,88
400010,veste côtelée à bouton,extérieur,colorants azoïques,élasthanne,Preparation de fil,7
400010,veste côtelée à bouton,extérieur,colorants azoïques,élasthanne, Production de fibres,5
400010,veste côtelée à bouton,extérieur,colorants azoïques, viscose,Préparation de tissu,88
400010,veste côtelée à bouton,extérieur,colorants azoïques, viscose,Preparation de fil,7
400010,veste côtelée à bouton,extérieur,colorants azoïques, viscose, Production de fibres,5
400010,veste côtelée à bouton,extérieur,colorants acides,coton,Préparation de tissu,88
400010,veste côtelée à bouton,extérieur,colorants acides,coton,Preparation de fil,7
400010,veste côtelée à bouton,extérieur,colorants acides,coton, Production de fibres,5
400010,veste côtelée à bouton,extérieur,colorants acides,élasthanne,Préparation de tissu,88
400010,veste côtelée à bouton,extérieur,colorants acides,élasthanne,Preparation de fil,7
400010,veste côtelée à bouton,extérieur,colorants acides,élasthanne, Production de fibres,5
400010,veste côtelée à bouton,extérieur,colorants acides, viscose,Préparation de tissu,88
400010,veste côtelée à bouton,extérieur,colorants acides, viscose,Preparation de fil,7
400010,veste côtelée à bouton,extérieur,colorants acides, viscose, Production de fibres,5
400011,veste côtelée à bouton,extérieur,colorants au chrome,coton,Préparation de tissu,88
400011,veste côtelée à bouton,extérieur,colorants au chrome,coton,Preparation de fil,7
400011,veste côtelée à bouton,extérieur,colorants au chrome,coton, Production de fibres,5
400011,veste côtelée à bouton,extérieur,colorants au chrome,élasthanne,Préparation de tissu,88
400011,veste côtelée à bouton,extérieur,colorants au chrome,élasthanne,Preparation de fil,7
400011,veste côtelée à bouton,extérieur,colorants au chrome,élasthanne, Production de fibres,5
400011,veste côtelée à bouton,extérieur,colorants au chrome, viscose,Préparation de tissu,88
400011,veste côtelée à bouton,extérieur,colorants au chrome, viscose,Preparation de fil,7
400011,veste côtelée à bouton,extérieur,colorants au chrome, viscose, Production de fibres,5
400011,veste côtelée à bouton,extérieur,colorants azoïques,coton,Préparation de tissu,88
400011,veste côtelée à bouton,extérieur,colorants azoïques,coton,Preparation de fil,7
400011,veste côtelée à bouton,extérieur,colorants azoïques,coton, Production de fibres,5
400011,veste côtelée à bouton,extérieur,colorants azoïques,élasthanne,Préparation de tissu,88
400011,veste côtelée à bouton,extérieur,colorants azoïques,élasthanne,Preparation de fil,7
400011,veste côtelée à bouton,extérieur,colorants azoïques,élasthanne, Production de fibres,5
400011,veste côtelée à bouton,extérieur,colorants azoïques, viscose,Préparation de tissu,88
400011,veste côtelée à bouton,extérieur,colorants azoïques, viscose,Preparation de fil,7
400011,veste côtelée à bouton,extérieur,colorants azoïques, viscose, Production de fibres,5
400011,veste côtelée à bouton,extérieur,colorants acides,coton,Préparation de tissu,88
400011,veste côtelée à bouton,extérieur,colorants acides,coton,Preparation de fil,7
400011,veste côtelée à bouton,extérieur,colorants acides,coton, Production de fibres,5
400011,veste côtelée à bouton,extérieur,colorants acides,élasthanne,Préparation de tissu,88
400011,veste côtelée à bouton,extérieur,colorants acides,élasthanne,Preparation de fil,7
400011,veste côtelée à bouton,extérieur,colorants acides,élasthanne, Production de fibres,5
400011,veste côtelée à bouton,extérieur,colorants acides, viscose,Préparation de tissu,88
400011,veste côtelée à bouton,extérieur,colorants acides, viscose,Preparation de fil,7
400011,veste côtelée à bouton,extérieur,colorants acides, viscose, Production de fibres,5
400012,t-shirt de qualité supérieure,extérieur,colorants au chrome,coton,Préparation de tissu,100
400013,t-shirt de qualité supérieure,extérieur,colorants au chrome,coton,Préparation de tissu,100
400014,t-shirt de qualité supérieure,extérieur,colorants au chrome,coton,Préparation de tissu,100
400015,t-shirt de qualité supérieure,extérieur,colorants au chrome,coton,Préparation de tissu,100
400016,t-shirt de qualité supérieure,extérieur,colorants au chrome,coton,Préparation de tissu,100
400017,top à capuche collection contour limitless,extérieur,colorants dispersés,nylon,Distribution,95
400017,top à capuche collection contour limitless,extérieur,colorants dispersés,nylon,Preparation de fil,5
400017,top à capuche collection contour limitless,extérieur,colorants dispersés,élasthanne,Distribution,95
400017,top à capuche collection contour limitless,extérieur,colorants dispersés,élasthanne,Preparation de fil,5
400017,top à capuche collection contour limitless,extérieur,colorants azoïques,nylon,Distribution,95
400017,top à capuche collection contour limitless,extérieur,colorants azoïques,nylon,Preparation de fil,5
400017,top à capuche collection contour limitless,extérieur,colorants azoïques,élasthanne,Distribution,95
400017,top à capuche collection contour limitless,extérieur,colorants azoïques,élasthanne,Preparation de fil,5
400018, collection contour sans  limite,extérieur,colorants dispersés,nylon,Distribution,95
400018, collection contour sans  limite,extérieur,colorants dispersés,nylon,Preparation de fil,5
400018, collection contour sans  limite,extérieur,colorants dispersés,élasthanne,Distribution,95
400018, collection contour sans  limite,extérieur,colorants dispersés,élasthanne,Preparation de fil,5
